,content_id,content,subject,sentiment_value,sentiment_word
6395,k0JCQIhBMyqRzbOP,是不是开始轮到13年款的森林人批量出空调问题的,舒适性,-1,出问题
6396,aAkHL58bDxlwpBJc,有用啊，下雨天不开空调可以，太阳底下暴晒时两边隔开一条缝隙透气,舒适性,0,
6401,O01LVPi8uk2Y4fat,是啊，负载行车的时候，下坡不会抖，只有上坡加油门才会抖。   ,舒适性,0,
6411,6kElZTCWPNjmebfL,负责任的告诉你，换了第三方的刹车盘和皮有可能还响，目前我换的alcon的盘，菲罗多DS2500皮，一样响，不影响使用，不用在意.   ,舒适性,-1,响
6412,4rLkoqp3ibIg92Mu,难道这个响，是刹车分泵的问题？    ,舒适性,0,
6448,dqaODiSyZrnkQzwv,16的音响不是一般好吧，是真心山寨。一个进口车配个山寨机，不说了庞大太闹心~,舒适性,0,
6449,BcXjZfVRWOp0wHav,副驾驶手套箱里面有一个安装导航模块的支架，是导航模块和金属支架碰撞产生的异响，去4S店直接跟他说垫胶皮或者缠电工胶布，我的车当时就是这么解决的,舒适性,0,
6474,e3N2PMEbgfixpGH9,新杠5绝对秒森林人，价格便宜，做工好，静音好，还是四驱，操控绝对不输森林人，有什么理由不选它呢,舒适性,1,好
6482,wtFfB2hzEC6O8naj,看我头像 古董级森林人 08年的 6.2万收来的 车子爽得很 就是天窗异响 很烦人 准备找人修呢,舒适性,-1,异响
6504,pBTohgYWziP5FKEX,画好3D做应力分析应该不难 但是要承受多大的力 什么方向的力 作用在哪个位置的力 这个非得是研发车的人才懂. 。   不过参考哭死狗的 用了比不用强   之前尾门从来没声音，跑了一次山路后门锁就开始咣咣响， 4S弄了一下不响了.  。   朋友XV对角线停在不平的地方门都开不了，真要强度还得是有大梁的车.    ,舒适性,0,
6520,nuXVPZYlvRAkWEUp,这个车最多的问题就是各种响动,舒适性,-1,响
6532,FyKzxZe3gPlUQOBa,我的四万多公里，六月份就是拐弯响胎，过了十天左右又不响了，不知是不是那阵气温高的原故,舒适性,0,
6534,I5qeOFJzdmjv6n7C,4万了只做了基础保养，机油机滤垫片以及空滤/空调滤各换了一次。除了偶尔内饰有异响，其他好像都不错。,舒适性,-1,异响
6536,n14VZRbcNBMk2sCY,cvt异响，40收油顿挫,舒适性,-1,异响
6538,GEUPoCKX62HZWOsY,没错，斯巴鲁的四驱确实不解，一侧车轮连续压在分道线上更明显，都不需要车道偏离预警，压分道线的那侧的轮子会发出呜呜的连续声响，车子偶尔会出现轻微的左右小晃,舒适性,0,
6568,C9Nsyr2eEqvO0IaH,我的16款，每次冷车启动无论四季，都是稀里哗啦的响一阵子，挂上前进挡立马安静下来。真牛！,舒适性,0,
6573,2Qq6gbxPeWCYwOXl,高人，请较个问题，我的是16款2.0森林人，目前16000公里，最近发现车子大转弯时常会有咯吱的响声，是什么因啊，以前有没有也没发现，微信一段时间才发现的?去四S店看了两次当时试车子也没发现这个问题。    ,舒适性,0,
6575,jokt9AdNL0vO2fCe,我的16款的，一万六千公里。现在也是拐弯响    ,舒适性,-1,响
6576,jbtDWk1MXLZ9zRJi,你的是几月份车，我的是16年4月份车2.0时尚，空调压缩机启动后加油就能听见呜呜的音声，不知道正常不？    ,舒适性,0,
6594,7CFiRxOD8oapTzlV,斯巴鲁用的据说是爱信的链条式cvt，也是目前市面上反响最好的，这一款匹配的是斯巴鲁的四驱系统，其他厂家也没法用。wrx用这款cvt可以进到4秒。而且从未听过cvt损坏的新闻，从未。,舒适性,0,
6595,dgoN4IiZw5Xh7leu,硬，舒适性降低，其实本来舒适性就不咋地。     ,舒适性,-1,硬
6601,4PX6DIKAzpWOsfr1,没办法，我的16款新车，也这样，毛病一大堆，各种异响就忍了。我的开内循环密封还不严实。外面异味大的时候都能闻到    ,舒适性,-1,不严实
6602,aOsvdDugZ0WkxXSP,某宝  买过  安索20感觉神话了，红线30 三千公里后声音大。 途虎国产极护30 感觉也一般。 最近某宝刚上1升台湾新日石30 已跑600公里 收油滑行较长，30时速顿挫减轻， 怠速 高转 急加速 声音都不错， 比较静音。以上个人使用说明，,舒适性,0,
6622,72UBMZvmx39zDcRf,我的也响 这个好换么？多少钱？,舒适性,-1,响
6634,rRwY4FAgKCXu0Dtq,请教各位大神，森林人08豪华款车的后轮轴承什么型号规格？我的后轴承也开始在响,舒适性,-1,响
6645,Cwel1caXT0RHxF7M,NX内饰比森林人豪华，行驶舒适感比森林人高，森林人偏干活型的，视线非常霍亮，不挑油，好养活，就是异响比较烦，森的顶配只能买NX的低配，NX的顶配落地都要60万了。看自己需求,舒适性,1,高
6646,UuL0oaw3RJ1Afx56,骚气 不过感觉比我看到的wrx亮一些应该是光线和拍照的影响,舒适性,0,
6661,sTxDbvnLHJNjaYR4,其实 我觉得这破车就这吊样 刹车异响和途安一样 路面坑哇 就颠了 抖抖更健康 只要不漏油,舒适性,0,
6667,6EXk1ZtIqxvKiGbL,兄弟这个刹车片装上后，不会像原装的那样嘎嘎的响吧   ,舒适性,0,
6708,rdmnKfkM5qJBx6Qs,我开的那辆是的，奥迪小毛病多，斯巴鲁目前还没有。但是其他人森林人反馈减震器和烧机油比较普遍,舒适性,-1,毛病多
6712,MT4YtvFeNr5sb7OL,带空调面板吗，那原车拆下来的空调面板出吗,舒适性,0,
6722,nP4vfDp3oKQcATsw,我的自己做了隔音，4门，尾箱，4个轮毂效果还是有的，其实森林人主要还是风噪大啊,舒适性,-1,风噪大
6729,Aj9T8s5pod0WDEm4,就服你了   多买几个空调格勤快点换，就没这么折腾啦！,舒适性,0,
6745,kc8MUGnoBLjflyhQ,挺快的啊，虽然家里人口多，平常上下班也都是一个人开，后排座椅好像没加热吧，制冷效果可以了,舒适性,1,可以了
6746,9UwbpQKz83ljhSMe,把空调滤换了，不行只能洗了。平时用空调在关闭冷风后暖风吹个几分钟可以防止空调病。,舒适性,0,
6749,umazYArZOUCLIiFQ,不是双蒸发器的后空调有用吗?本人在华南地区，感觉森林人的空调只有你怕他太冷了.,舒适性,0,
6750,VFq7CMI0tD2vSBLE,空调很好用。我专门选的没有后排出风口的车，后排坐老人和小孩，怕吹,舒适性,1,很好用
6751,MSFu6P4fdcGn7U9s,16款车主觉得这车空调土味大还有就是我每次开都要开到21度，强力吹风，没觉得夏天这车空调很给力,舒适性,1,很好用
6754,FIPdQr0sSw6Z7N1p,没错～不过森林人的空调还是很给力哒,舒适性,1,给力
6759,psj9fJQlD0dt2GvV,在车厢内能听见空调滋滋声吗    打开车窗有时候会听见这种声音，声音只会持续一会  在车内听不到      会不会也中奖啊。。。,舒适性,-1,滋滋声
6762,NeafupRvrJ19g4BS,万分感谢，正准备清理一下空调，土腥味重的受不了。再次感谢！,舒适性,-1,土腥味
6807,eBOoRlqn9vMjNYSg,有开空调吗，或者车上有加装其他增加功率的设备？,舒适性,0,
6809,y1GeW8jgAv0Z6rMo,我的16款2．5是不开空调特别抖，开了空调转数高了好一点,舒适性,-1,特别抖
6837,SRbQ1gABUyaLsZCq,另一网友建议用auto，试过也有些效，至少会自动改变风量来作一些调节，可能低配版的空调就这样，压缩机基本不停的。,舒适性,0,
6850,eYKIwEqaf0MV3Ag6,2.0山路，满载空调，吃力，2.5勉强，也好不到哪里去，注重动力，还是2.0T。,舒适性,0,
6853,SJGu9rl3nCDMObyQ,刹车片、轮胎市区用用问题不大，轮胎老化比较厉害最好不要跑远路，御乘是城市SUV胎，操控性、舒适性不错！,舒适性,1,不错
6894,qmQAeY1iWVwDs8o7,开过奇骏2年，操控性稳定性及噪音都没法跟森林人比。后选择了2016款2.5森林人,舒适性,-1,
6896,9QayB6Ab7U2xoTi5,确实不比BBA便宜多少，但是质量杠杠的，到现在为止只换过磨损件（我是换了前左右下摆臂、球头、四肢的减震器，毕竟18万公里了。而且我都是马大大那买的，便宜！）,舒适性,0,
6899,fsiluLachW4Y5T3q,一般都不用，别可惜了！先不说频繁启停带给启动系动更多磨损，就说发动机停了，空调、灯光、音响也许正开着，不亏电呀？,舒适性,0,
6903,aD86qrVujl1SIOK0,平时空调制冷快也够，其实不用也行，当然马云家也有加长版的排风口（专门对前排座椅下面的），装了又提高了不少，楼主可以试试。,舒适性,1,制冷快
6908,G5P3SLKmf9hTdwvr,森林人的空调比我另一台两厢威朗厉害得多，基本上这边设置25度相当于那边设22度，那威朗可是空间又小又有后排出风口的。,舒适性,1,厉害
6923,2qcIgWTQOCAUK8zR,曼牌贵了点，不过赶上做活动120多元能在京东买空滤和空调滤。我觉得德国博世的就挺好50来元，至于活性炭不要迷信那玩意，没啥大效果。,舒适性,0,
6928,B43Mhx6TdgZnvFje,空调滤芯很好换，论坛里面有教程。,舒适性,0,
6940,OleiJE2cLowa0ybq,2.0更适合你。我平原，高原都开过，连尽是些硬派越野走的上坡烂路一样过了。2人 长途行李，没问题！只是爬特陡的坡发动机声音大点。,舒适性,-1,声音大
6989,DjBR3lKVHYsu7vy2,哥们，我的是2.5的，p挡或n挡时候有点轻微抖动，知道怎么回事么，新车200公里，没开空调,舒适性,-1,抖动
7016,QPRJptciqK69ovMg,这玩意质量超级好，随便开。油耗肯定大些，噪音也大些，舒适性也差些，最讨厌是喜欢夹小石子，不过开的爽也就值了。,舒适性,-1,大些
7044,5n7FK4heAlzOoRbf,首保不管什么油就用着吧，二保以后我是直接在4s店换了金壳，虽然也要5000公里换，但值。噪音，振动，油耗都比白桶好。,舒适性,1,
7068,XMZK10mjQw32zbVR,我用同样方法，森林人至少风噪小了，当然我也加了静音计划,舒适性,1,
7076,YWzkc5LymuVNOD4l,反正16款没有觉得有什么明显噪音（100公里以下，120以上听到风噪，140以上车顶风噪噗噗，其他还好）,舒适性,0,
7091,yYzCtAohi6UbVJce,换全合成机油机滤，440元。空调滤芯60-80元，空气滤芯40-60元。其他的无。,舒适性,0,
7111,XlB4QgH52ozwctUj,用3大品牌的，摩特8100衰减太快，3000多公里后噪音很大。,舒适性,-1,
7116,75znEqbtNHP09wXG,如果使用没问题的话就是空调有问题。,舒适性,-1,
7120,nhf7RlrBFko2m1ZL,内循环，黑车空调费劲。,舒适性,-1,
7125,hzNAPkvr4e1L3wIy,您好，是换了sd碟？皮是什么型号，刹车皮磨损厉害么，噪音大不大。我最近纠结是四轮pd碟 前轮ec皮，还是前轮sd碟 es皮或者m皮，后轮不动。,舒适性,0,
7134,kED9wtuBAGFIyLgi,我这14款导航版，原厂的太次了，想换一个好点的主机，音箱效果能强一点就行啊。。。请问大神有没有好的推荐！！！！！！实在受不了这音箱效果了。。。。,舒适性,-1,
7136,E7Sevtral6qmhpRN,我的现在开空调 95到97℃ 如果爬坡时间长了会到104℃ 爬完坡再跑一会 温度就又下来了,舒适性,0,
7151,SQYrLZTpu8649Esk,2013款 2.0i 四年了空调还很给力，你的新车不应该。,舒适性,1,
7152,pNc725AEClyRjmrd,同样的钱可以买顶配的阿作为家用车 奇骏舒适性明显占优 老人孩子坐着舒服 后期保养经济性也好小森的优势在于水平对置发动机左右对称全时四驱系统，重在操控、驾驶乐趣,舒适性,1,
7157,HVL8Oj4siyUoa3nG,刚才开又有点冷气，不是很足，除了出风的呼呼声还听到漏气的滋滋声，停车后没有空调水出来，看来要去4S看看了,舒适性,-1,
7163,hBNtv2EXF4P7aM8J,一百多也就撑死107好像也再不见高了，盘山路 空调,舒适性,0,
7164,0IH47cF825WXnrft,刚买回来胎压2.7，高速声音非常大，1000公里4s店调整到2.4，现在噪音非常小,舒适性,-1,
7174,mInv3oYjhadEbez2,最好去4S店看看。 森林人的空调我一直觉得相当给力，明明没有后排出风口，但是后排却比前排凉。,舒适性,1,
7176,mSJYkjE9gpIa6xnd,比科雷嘉差太多，坐完科雷嘉再开自己的车，真的很吵，最明显的是发动机噪音，可能是发动机舱的隔音太差。,舒适性,-1,
7184,PGnlc5SMQYWzuLHt,不过我车没怎么修过，换了个氧传感器，国产的，换了个下支臂，国产的，后避震一套，也是国产的，空调开关被一2比灌水了，换的是拆车的。都不贵,舒适性,0,
7190,pO7qoSKg8LfuMiRd,唉，本地4S已无白桶，也不知道它们用的什么垃圾油，油耗高噪音大，价格还死贵，简直失望至极。,舒适性,-1,
7193,nuOzKChxTgVIsF6a,没有就没有吧，森林人空调还算给力，最遗憾的是没鹰眼和导航音质太差，其他都不算啥问题,舒适性,1,
7196,8Uw5f7WA6EvbQ1st,楼主你好，换机油、机油滤清器、空气滤清器、空调滤清器、汽油滤清器，还要检查一下发动机、刹车系统、底盘，转向系统及尾气排放，轮胎磨损等，这个直接去4s店就是了,舒适性,0,
7206,WNG9RE6ToIpM8rlm,我觉得森的噪音还是控制的不错，至少比我原来的小福强不少。,舒适性,1,
7211,DtIsWbC1aYwjydEN,我发觉16款发动前钥匙先放在ACC位置，再起动，发动机转在2000转左右，声音比较轻，直接起动，发动机转速表要升到满格左右，发动机声音很响。,舒适性,-1,
7212,PHQfc30DwMF8ILE9,斯巴鲁的车凉车启动后的发动机 的声音确实不敢恭维，太大了，空调凑合可以用，要是放太阳下晒的时间长了确实要把温度降下来很困难的,舒适性,-1,
7216,hvVkQTp9G5CWPcSz,不开空调，国道5.0，匀速60左右最省油，正常得很。一路畅通。昨天开了120公里，开空调最后综合油耗6.4。,舒适性,0,
7221,uYgQF82KaZLds4UW,我16年10月份的，基本上就是安全带卡扣掉出来的碰撞响。没有其他噪音,舒适性,1,
7239,PJeRV3kcoQizNWM5,12款森林人2.0减震器多少钱？,舒适性,0,
7244,HSFUvVTwMtfj73WR,手动空调的时候启停是不启动的,舒适性,0,
7251,ASxFWfDhOVQ2jstY,车子停下后怠速开空调负荷较大的情况下，启停是不工作的，也是对车子电瓶的保护。,舒适性,0,
7258,PWCMOabsHyruL1ji,装了这个后高速风噪大，而且很多地下车库有可能超过高度，确实也不是非常有必要，装行李杆就可以。日常来说尾箱够放东西的。,舒适性,-1,
7259,JrBI4Gc5UqnRks7m,最好别装，车速达到120时，噪音很大，,舒适性,-1,
7272,Yl79f3qrvztnpTsB,和森有啥关系？一般的手动、自动汽车空调都这样设计，外循环优先而已。,舒适性,0,
7275,1AFNwOJXP730oL8b,空调我觉得不错啊，西安高温时真的受不了，我温度一般调到23，再低就感觉挺冷了，媳妇带孩子坐后排都说冷,舒适性,1,
7291,jVCA8S0qEuYO2wHX,电瓶一定要好好看，之前在库里电瓶是断电的，再接上可能会出现问题，电瓶应该是日本原装，上面为日文，多开电器空调试试，原装进口是很耐用的,舒适性,0,
7295,ETHSWqRC0tK5p2De,前几天去杭州，坐了一下荣放，底盘太硬了，舒适性跟森没得比，内饰也是挺寒酸的，噪音控制一般,舒适性,-1,
7298,zH8s51WXDbcOdyF2,加行李箱风阻肯定会大，风噪会随之增大,舒适性,-1,
7302,a8yBGz1UwWXPrfZ0,空调启动后按AC当然关掉了，但有什么方法让他一开始就只出风，不启动空调？,舒适性,0,
7332,IGiwEM2LdAh4BjSz,自由光的内饰也好不到哪里去……16款森的内饰提升很大，其实并不掉价了！不过自由光的发动机静音确实做的不错！,舒适性,1,
7334,f4CWr6IlFtehkmij,其实不是虎鲨发动机声音小，而是自由光前排是双层隔音玻璃，另外隔音也做得比森到位。,舒适性,1,
7340,E5O9FG1vZT7iRBbI,新车有一点糊味，我当时也是；新车经常开窗；如天气热，开空调就外循环，几天味道就散了，比其他车要好太多了。,舒适性,-1,
7349,oyz0XcNHAh9FqnJL,我用的就是金美孚0W-40的，一壶刚好5L全倒进去了？新疆主要夏天温度还是有点高的！盘山路啥的空调开着经常100多度，好像也没看出来机油有损耗！,舒适性,0,
7368,LAiORIJtfVjHmgNl,是的，估计就是刹车皮的摩擦音,舒适性,-1,摩擦音
7400,ZBuzIhfd5O9jpRUw,不开空调的话不太可能有这种情况，只有在潮湿的天气里突然开空调才有可能冒白气~,舒适性,0,
7417,qyxFuEZQNSOfvIVa,用料绝对同级算好的，再加上原装导航，我觉得对得起这个价位的内饰，而且进口车用料还环保一些。其他国产和合资的内饰用料，那个气味呛人。,舒适性,-1,气味呛人
7421,WqGbIQaBM365SysK,……我看视频也就是一走而过而已 另外森林人四驱不是为了越野是公路湿滑路面 另外老森 姥姥森 改减震 防倾杆 操控基本非常好了 比很多轿车都好了,舒适性,1,非常好
7464,NyiWLv08uoR2n7dt,刹车后半段感觉刹住有次差点追尾感觉比驾校烂车还靠谱 空调给力风力强劲冷气足 同意！！！！！,舒适性,1,风力强劲
7477,5HiSjb49o1e7VUYA,FB2.0正在用，跑2000多公里了，市区走街高速运动感觉不错，噪音低,舒适性,1,噪音低
7483,rpQqsB9zVuXOYgAS,空调26度就已经挺凉爽的,舒适性,1,
7486,iBCl52GhUFZtxXwp,异响比较多，别的还可以。,舒适性,-1,异响比较多
7494,Rpy6hVDEfUMsHKIr,你是指氟利昂漏了吗？如果没有氟利昂了空调压缩机不转的   ,舒适性,0,
7518,KMJ2S9nNjxwuBW7k,傲虎后备箱大，森林人坐姿高视线更好，看你主要需求什么,舒适性,1,坐姿高视线更好
7540,nDOBFj0GYWi8sCP7,后排座椅 格叽格叽响怎么办  谢谢,舒适性,-1, 格叽格叽响
7543,34rS0jEBQwyveC5L,不厉害，会心疼，烧机油让我碰到，异响让我碰到，不过现在好了    ,舒适性,-1,异响
7551,Pi8EILkO9tdrcRv5,都检查了 说没事 那个异响说是从方向机里出来的    ,舒适性,-1,
7569,dvuVWX64UYA5exEH,空调可能漏了 去四S店检查下,舒适性,0,
7578,CXYkf9u2jiem5b7r,欧蓝德舒适比H5强，H5越野比欧蓝德强    ,舒适性,1,
7583,E8gzhm6pQW2t0XJb,冬天感觉不到多少差异，夏天差了空调那点动力,舒适性,0,
7604,CUnVs70tvxBzImZb,轮胎静音舒适就是米其林、马牌这样的一线品牌，但是梢贵和耐磨性相对不足。,舒适性,0,
7617,x501EpURkaVnIl6Q,就是有点抖，天窗有点漏雨，防冻液有点漏，座椅有点臭，内饰有点糙，有点生锈而已啦。   ,舒适性,-1,座椅有点臭
7645,BxLlVbcpT3fwXNh8,同时搜索欧蓝德断轴，欧蓝德抖动，欧蓝德自燃，欧蓝德空调问题，欧蓝德座椅臭味    ,舒适性,-1,空调问题
7722,vqaIrjURK0c7me1i,我自己是森林人车主，现款途观L也开过几百公里高速。总的感觉途观方向盘比较轻，内饰科技感高，整车也比较扎实，但是1.8T油耗不低，视野不如森。保值率还是大众好一些，不过看你更在意什么了。,舒适性,-1,视野不如森
7729,vVZMTYEfLse4lRz1,不是，我不转方向盘 。只要打倒挡就有这个声音。持续不断的    ,舒适性,0,
7743,FIwt4OBAHhuU3xLC,我试过新XV，隔音还不如森，坐进去内饰有廉价感，底盘是比森整，如果不是预算问题，肯定选森，不带犹豫，XV我当时根本就没考虑过，一般都会在傲虎和森中间纠结，所以还是加钱上Q7吧~,舒适性,-1,隔音还不如森
7750,jEsCKoJYLieaMmUX,这底盘和轮胎，楼主心里没点数吗……,舒适性,0,
7760,fXcI45Jh9KLZ8oB2,原地打方向没什么声音 但打死的时候金属撞击响声特别大 平衡感胶套前后都新换的 但是过砍的时候前轮还是有咕噜咕噜松散的声音 感觉底盘不是很紧凑    ,舒适性,-1, 金属撞击响声特别大
7765,5vxzPMuGWe8YjNhT,感谢楼主朋友的热心分享我的爱车不是底盘有异响刹车也不异响就是内饰里面会有，车内后视镜,舒适性,-1,
7772,BoFI3dRk7TywM9am,你想实用就汉兰达，虽然性能确实不咋地底盘高度只有180mm（别看之家数据，汉兰达底盘最低点竟然是排气管，而且满载更低），但是丰田确实设计的很人性化，空间舒适没的说。想开的舒服，有通过性和安全性，关键时刻考研底盘极限的时候就买森吧。当然森的实用性也不差。就是比汉兰达空间小了点，人家可是个7坐车。,舒适性,1,空间舒适没的说
7776,xMj09EfNeIyqB6iH,2.0森市区油耗真心不错，我基本市区用，现在用了一年才开了七千多公里，统计最近三千公里油耗，均速18，油耗9.0，同路况比我家1.8老福克斯省油至少2个，而且小森视野和通过性好，转弯半径比好多轿车都小，去年夏天城市内涝无压力。就是底盘太高了，过坑瞬间比轿车晃动大    ,舒适性,1,视野和通过性好
7794,wZHxVX3j2iqKGNLQ,2.0i 豪华导航版，春节前提车刚过5000，做了免费首保。高速驾驶与市区行驶路程比3：2，偶尔越野，目前油耗7.4，单次行驶最低油耗5.9驾驶体验超级棒，尤其是高速过弯（110左右），安全感极高。视野极佳。不满意的地方：1、国内换装的机头，蓝牙连接，没有carplay，音效一般。2、隔音，上了110就比较明显了。总体用车体验，非常满意。今天去专业越野场地试驾，真正感受一把它的越野实力。,舒适性,-1,
7803,JMN4AdipXzDvLyYC,真实车主给你的答案：操控非常好，视野开阔，可适度走烂路，车没什么小毛病。不足是座椅舒适性一般，内饰较普通。油耗只能说一般。,舒适性,0,舒适性一般，
7820,tWekGMPpKu86X4o3,全时四驱，无论是暴雨还是晴天跑高速稳稳。视线好，重心低高速过弯较爽，油耗低。缺点，内饰太L0W，还偶尔有异响，车漆薄，软，中控山寨，音响属于能响的水平，4儿子店少    ,舒适性,-1,有异响
7826,6AXrSVnKNCUgLl43,车是好车，开坑坑洼洼的泥路非常给力，适合跑烂路。油耗不高，外表平淡无奇，平庸无比，内饰渣渣，不如5万块的国产车，视野超级好，调好座椅秒杀一切SUV。中国区的4S店只顾赚钱，不去建设品牌，导致售后服务差，配件被日本垄断，换件超级贵。以上就是优缺点，如果不在意平庸的外观和渣渣内饰以及高价配件和保有量，你可以考虑。,舒适性,1,视野超级好，调好座椅秒杀一切SUV
7837,ljoaxQwGqAThP2RI,分享一下个人感受：也是2.5车型，目前里程3万，99%上海市区高架拥堵路程，全里程平均时速21km/h。经常在交通拥堵高峰期间使用S档，每箱满油实际行驶里程和相同路况下使用I档几乎无甚区别，但是动力响应更好，跟车平顺，乘客舒适。目前使用小熊油耗APP记录的25000公里总平均油耗为12.1L/100km，针对全里程平均时速只有21km/h的路况，对此油耗水平已经很满意。,舒适性,1,乘客舒适
7849,6IxXLTgaQuFyjH35,我是13款的，还在质保期，后备箱就有金属敲击的声音，市区平地不响，一颠簸就响，去店里师傅不确定在哪里，要解决的话就得全部拆了，包括顶棚，说是怀疑哪里有开焊的地方，我没让拆，拆完哪哪都是缝隙。。将就下了。现在莫名其妙的不响了。不知啥原因。,舒适性,-1,有金属敲击的声音
7851,5Rf0CxJzMbaBkIXs,真是这样，我之前后备箱附近有异响，过了一段时间，不响了    ,舒适性,-1,
7852,6Fw8d0qDEibjhv5o,这车没办法，是到处响，我是5000多公里就开始后备箱响，这几天前面A柱也开始频繁响了，除非顶棚全拆了才能找到原因。,舒适性,-1,
7858,LfUK7hXlOEmdCMB9,市区开好，安静提速快，后备箱小了！    ,舒适性,1,安静
7863,eGUSAaCRHxsZh6OI,是不是金属哒哒哒的声音，稍微颠簸一下都有，上次去4S 他们把后备箱东西都拿出来又没有听到了，回家又有声音了，自己把后备箱清空后还是有声音，真恼火 1年多了 不消停。    ,舒适性,-1,
7864,prtjgNFJ7mhOGnV8,高速的时候，按开关后半段，等打开到15CM左右轻按开关前半段一下，天窗停止打开，保持在当前位置，不过，风噪真心大，,舒适性,-1,风噪真心大
7865,bUS6c5gvlBJMQfYp,森林人开起来很好开内饰磕碜了点是真的还有高速风噪确实大车是好车，但对应这个价格还是略贵了,舒适性,0,
7868,wFeYb3WmA9UkcCzR,风噪是大了点，也还行，基本上高速也就120以内，影响不大；价格还行吧，车这个东西是一分价钱一分货，不过，贵是贵在税上了     ,舒适性,-1,风噪是大了点
7870,esWSBOArucp5gL7P,接下来要选择合适的密封条了，也请有这风噪的兄弟姐妹找找合适的。,舒适性,0,
7871,r7GWzTsgD8iJIj3H,3元的防水胶布，来试验密封性，价廉物美，就是不好看，我目前只试验了左前，右边情况一样，如果找到合适的密封条，相信风噪可以降低50%以上。,舒适性,0,
7872,1ySmploYDcCUqfx3,18款小森，起步还是有小抖，发动机噪音确实大，超过100码A柱风噪有点大。经鉴定，楼主的正品无误！！！,舒适性,-1,发动机噪音确实大
7874,6H8Xqa15KdOz2SxM,四楼图片，在三角窗前面A柱位置，A柱接接缝处贴上密封条，也会减少风噪的。,舒适性,0,
7875,hByxXT5mJdHSOnz4,只要在三角窗边上有条沟填满东西就行.或者在开车时候超过八十用手指伸进沟沟用力顶住三角窗靠后就会感觉到没风噪，以前也是在楼主的位署贴胶条,舒适性,0,
7876,0MY9wCZARDdIQlq3,朋友，森林人论坛是有名的自黑精神。因为森林人同价位除了内饰和科技感较差之外，其他方面大部分完胜。当然缺点要告诉你:1-起步噪音大2-高速风噪大3-耗油不低4-知名度差5-科技感差6-内饰低档7-保养价格比宝马X1还贵一点，朋友的X1小保养600一次。8-全时四驱满大街都是再也不能装X了,舒适性,-1,
7886,m25iVOTKdUuZcQGL,我推荐你用倍耐力，那轮胎我用过抓地力和胎噪很平衡的性价比也不错,舒适性,0,
7891,TSNXIVBiA8JekuvD,噪音如何？操控如何，有抓地力提升的感觉么    ,舒适性,0,
7893,8zh75rBMA1SNaImD,米其林静音舒服，抓地力不如横滨。自己权衡吧,舒适性,0,
7894,ViQybUjGYCXAOdZu,舒适 静音 耐磨 抓地力 你最在乎哪一种？,舒适性,0,
7905,HUvoV1sCZRmgzXrP,建议你可以等新一代森林人出来后再下单，毕竟半年后就上市了。森林人的优点很多，已经很多人都说了。缺点就是保养价格贵，隔音效果一般，音响系统太廉价！,舒适性,-1,隔音效果一般
7912,Shag7Elj9fPbAFHI,换米胖子或马牌，主打静音舒适，缺点不耐磨。,舒适性,1,静音舒适
7923,INbZHDKnJG4pQ2B7,2.4自由光，两个普遍问题： 1》小毛病多，异响； 2》2.4的发动机，一段时间后烧机油，，， 自由光，若是今年2.0T的发动机用上了，倒是可以考虑，，，,舒适性,-1,异响
7927,I8bTRWjiY4rg1MyA,我这边4S弄好了交车不过也直说了发动机下面没洗，要跑一跑才挥发，***开始那一周一停车就臭死了就是沥青那种味道……,舒适性,-1,
7939,hE7CjYoKt9BXrJyG,你好，你的车加速的时候发动机声音大吗 在车里面听？,舒适性,0,
7946,PZjbJKQhH1COiWNz,是不是货车发动机的那种马蹄声？？？,舒适性,0,
8034,QqXCUNMiB60FlPTA,楼主最好都去试驾或试乘，从车辆的动力性能（比功率，最大扭矩及最大扭矩转速）、安全配置、后排空间，舒适性等方面进行列表评估，根据需求选择最适合自己的车辆。,舒适性,0,
8038,EZVwqPRzrl9UWGHb,Q5的***当然高于森林人，外观内饰可以吊打森了，但是以下几点也要留意： 1 国产的奥迪 Q5，传说内部味道较大，只是听说，介意的请自己去体验； 2 现在的 Q5，托森中差大概已经抛弃了，四驱还叫 quattro，各位看官自己体会； 3 Q5乘坐起来内部空间横向比森好，纵向不如森，轴距较大，主要是前悬小（宝马也是这样），18新款 Q5L应该空间可以了；,舒适性,-1,内部味道较大
8041,rH1eTb6yuVcDw7CO,要加速快买跑车好了，带个涡轮起步就像打鸡血，何必花钱买suv，suv就是要空间大，视野宽敞，能吃苦耐劳，动力反而不是第一位的。,舒适性,1,空间大
8044,Nk9oY80e2wfisctF,我选森林人，空间坐姿都好点,舒适性,1,空间坐姿都好点
8047,St8RUYQfJM5khbdH,谢谢大神建议，据说新森（不是美版）也要出搭载WRX的涡轮的版本，并且还有混动版出现。确实有些期待。本人也喜欢LEVORG（动力和空间太诱惑了！））不过有些担心现在国内开惯了汉兰达，换成低视线的车子不习惯。所以犹豫ING   ,舒适性,0,
8054,MK5qx0NUE1jhHSnW,花30万买个crv级别的suv，差不多价格的论外观，***，空间，舒适性好像都不是最好的，不比操控我想不出买森林人的理由,舒适性,0,
8061,xhg2dQXkztb6PWN5,额，我当时是想买宝马318的，我女生，个子不高，就是觉得森林人视野好，买了，现在也觉得有点后悔，应该买 a180奔驰的，森林人操控，视野，空间都很满意，就是一个隔音，胎噪件15万的车都不如。听着心烦,舒适性,-1,个隔音，胎噪件15万的车都不如。听着心烦
